date,areaType,areaCode,areaName,covidOccupiedMVBeds,newAdmissions,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
"2020-05-23",nation,W92000004,Wales,58,121,122,7
"2020-05-22",nation,W92000004,Wales,58,81,137,10
"2020-05-21",nation,W92000004,Wales,57,105,132,9
"2020-05-20",nation,W92000004,Wales,55,95,166,7
"2020-05-19",nation,W92000004,Wales,64,105,213,11
"2020-05-18",nation,W92000004,Wales,59,77,168,10
"2020-05-17",nation,W92000004,Wales,60,98,118,11
"2020-05-16",nation,W92000004,Wales,62,117,166,13
"2020-05-15",nation,W92000004,Wales,56,88,179,16
"2020-05-14",nation,W92000004,Wales,69,105,132,12
"2020-05-13",nation,W92000004,Wales,66,119,153,16
"2020-05-12",nation,W92000004,Wales,72,92,150,11
"2020-05-11",nation,W92000004,Wales,76,108,178,15
"2020-05-10",nation,W92000004,Wales,78,114,107,10
"2020-05-09",nation,W92000004,Wales,75,106,136,7
"2020-05-08",nation,W92000004,Wales,89,127,115,13
"2020-05-07",nation,W92000004,Wales,84,119,176,19
"2020-05-06",nation,W92000004,Wales,81,103,171,23
"2020-05-05",nation,W92000004,Wales,87,136,175,17
"2020-05-04",nation,W92000004,Wales,92,121,139,23
"2020-05-03",nation,W92000004,Wales,94,94,105,14
"2020-05-02",nation,W92000004,Wales,93,142,179,14
"2020-05-01",nation,W92000004,Wales,92,107,176,29
"2020-04-30",nation,W92000004,Wales,99,132,200,16
"2020-04-29",nation,W92000004,Wales,101,127,176,26
"2020-04-28",nation,W92000004,Wales,107,139,153,15
"2020-04-27",nation,W92000004,Wales,105,95,172,16
"2020-04-26",nation,W92000004,Wales,111,97,121,16
"2020-04-25",nation,W92000004,Wales,126,112,136,29
"2020-04-24",nation,W92000004,Wales,119,135,213,31
"2020-04-23",nation,W92000004,Wales,123,134,201,18
"2020-04-22",nation,W92000004,Wales,132,127,253,23
"2020-04-21",nation,W92000004,Wales,135,117,259,30
"2020-04-20",nation,W92000004,Wales,150,114,281,25
"2020-04-19",nation,W92000004,Wales,153,102,181,26
"2020-04-18",nation,W92000004,Wales,164,129,247,32
"2020-04-17",nation,W92000004,Wales,159,151,324,29
"2020-04-16",nation,W92000004,Wales,155,104,363,35
"2020-04-15",nation,W92000004,Wales,150,151,361,38
"2020-04-14",nation,W92000004,Wales,151,106,317,26
"2020-04-13",nation,W92000004,Wales,155,130,273,43
"2020-04-12",nation,W92000004,Wales,153,168,247,37
"2020-04-11",nation,W92000004,Wales,149,106,247,31
"2020-04-10",nation,W92000004,Wales,153,129,308,25
"2020-04-09",nation,W92000004,Wales,161,126,391,43
"2020-04-08",nation,W92000004,Wales,150,158,386,42
"2020-04-07",nation,W92000004,Wales,144,196,386,32
"2020-04-06",nation,W92000004,Wales,137,123,383,20
"2020-04-05",nation,W92000004,Wales,131,134,223,30
"2020-04-04",nation,W92000004,Wales,122,134,282,31
"2020-04-03",nation,W92000004,Wales,110,110,330,29
"2020-04-02",nation,W92000004,Wales,110,139,336,28
"2020-04-01",nation,W92000004,Wales,100,207,327,21
"2020-03-31",nation,W92000004,Wales,81,158,277,15
"2020-03-30",nation,W92000004,Wales,68,147,343,16
"2020-03-29",nation,W92000004,Wales,71,133,159,18
"2020-03-28",nation,W92000004,Wales,53,126,167,15
"2020-03-27",nation,W92000004,Wales,37,118,193,10
"2020-03-26",nation,W92000004,Wales,36,107,177,11
"2020-03-25",nation,W92000004,Wales,31,178,190,10
"2020-03-24",nation,W92000004,Wales,30,63,141,9
"2020-03-23",nation,W92000004,Wales,16,32,133,4
"2020-03-22",nation,W92000004,Wales,,,76,5
"2020-03-21",nation,W92000004,Wales,,,75,7
"2020-03-20",nation,W92000004,Wales,,,73,2
"2020-03-19",nation,W92000004,Wales,,,60,3
"2020-03-18",nation,W92000004,Wales,,,36,0
"2020-03-17",nation,W92000004,Wales,,,37,0
"2020-03-16",nation,W92000004,Wales,,,37,3
"2020-03-15",nation,W92000004,Wales,,,32,
"2020-03-14",nation,W92000004,Wales,,,19,
"2020-03-13",nation,W92000004,Wales,,,28,
"2020-03-12",nation,W92000004,Wales,,,25,
"2020-03-11",nation,W92000004,Wales,,,15,
"2020-03-10",nation,W92000004,Wales,,,12,
"2020-03-09",nation,W92000004,Wales,,,3,
"2020-03-08",nation,W92000004,Wales,,,1,
"2020-03-07",nation,W92000004,Wales,,,2,
"2020-03-06",nation,W92000004,Wales,,,0,
"2020-03-05",nation,W92000004,Wales,,,0,
"2020-03-04",nation,W92000004,Wales,,,1,
"2020-03-03",nation,W92000004,Wales,,,0,
"2020-03-02",nation,W92000004,Wales,,,0,
"2020-03-01",nation,W92000004,Wales,,,0,
"2020-02-29",nation,W92000004,Wales,,,0,
"2020-02-28",nation,W92000004,Wales,,,0,
"2020-02-27",nation,W92000004,Wales,,,1,
